policy,task,seed,episode,environment_seed,episode_return,episode_length,simulated_seconds,wall_seconds,realtime_factor,success,fall,termination,distance_m,energy_j,upright_mean,upright_minimum,height_mean_m,height_minimum_m,linear_tracking_rmse_m_s,yaw_tracking_rmse_rad_s,goal_distance_initial_m,goal_distance_final_m,goal_distance_minimum_m,command_linear_rms_m_s,command_yaw_rms_rad_s,obstacle_contact_steps,obstacle_contact_fraction,domain_mass_scale,domain_friction,domain_servo_strength,domain_servo_kp_scale,domain_servo_time_constant_s,domain_action_delay_steps,domain_imu_noise_scale,domain_battery_voltage,action_rms,action_delta_rms,action_saturation_fraction,inference_latency_mean_ms,inference_latency_p50_ms,inference_latency_p95_ms,inference_latency_maximum_ms,video
firmware_sequence,locomotion,4,0,1490961094,972.5261498834018,1000,20.0,0.5117380817537196,39.08249300396067,False,False,time_limit,2.330822404106153,70.75031807242355,0.9992171510707665,0.9941209127195921,0.04670103004504687,0.04284287836543784,0.15242139495924717,2.128902660637414,0.0,0.0,0.0,0.06930397350360959,0.40659266840892755,0,0.0,1.0,1.0,1.0,1.0,0.045,0,1.0,7.4,0.686868820517836,0.15405283132813805,0.405375,0.07460770700000001,0.0717915,0.1110944,0.166792,docs/media/firmware-gait.mp4
