policy,task,seed,episode,environment_seed,episode_return,episode_length,simulated_seconds,wall_seconds,realtime_factor,success,fall,termination,distance_m,energy_j,upright_mean,upright_minimum,height_mean_m,height_minimum_m,linear_tracking_rmse_m_s,yaw_tracking_rmse_rad_s,goal_distance_initial_m,goal_distance_final_m,goal_distance_minimum_m,command_linear_rms_m_s,command_yaw_rms_rad_s,obstacle_contact_steps,obstacle_contact_fraction,domain_mass_scale,domain_friction,domain_servo_strength,domain_servo_kp_scale,domain_servo_time_constant_s,domain_action_delay_steps,domain_imu_noise_scale,domain_battery_voltage,action_rms,action_delta_rms,action_saturation_fraction,inference_latency_mean_ms,inference_latency_p50_ms,inference_latency_p95_ms,inference_latency_maximum_ms,video
cpg,navigation,9,0,3225285948,1875.048803734789,1500,30.0,2.1692355243721977,13.829756918019473,False,False,time_limit,1.2747809139100024,26.7026280078047,0.9999901656793947,0.9997486272356004,0.046885296833085725,0.04640578279025569,0.08705145801992241,1.5546650492875562,1.2853396032215338,1.2999278950386142,1.2768006133743963,0.06607942143650598,1.3905839596280172,0,0.0,1.0,1.0,1.0,1.0,0.045,0,1.0,7.4,0.129945399314796,0.03948233137861653,0.0,0.064814972,0.0630625,0.09404405,0.159042,docs/media/navigation-split.mp4
