policy,task,seed,episode,environment_seed,episode_return,episode_length,simulated_seconds,wall_seconds,realtime_factor,success,fall,termination,distance_m,energy_j,upright_mean,upright_minimum,height_mean_m,height_minimum_m,linear_tracking_rmse_m_s,yaw_tracking_rmse_rad_s,goal_distance_initial_m,goal_distance_final_m,goal_distance_minimum_m,command_linear_rms_m_s,command_yaw_rms_rad_s,obstacle_contact_steps,obstacle_contact_fraction,domain_mass_scale,domain_friction,domain_servo_strength,domain_servo_kp_scale,domain_servo_time_constant_s,domain_action_delay_steps,domain_imu_noise_scale,domain_battery_voltage,action_rms,action_delta_rms,action_saturation_fraction,inference_latency_mean_ms,inference_latency_p50_ms,inference_latency_p95_ms,inference_latency_maximum_ms,video
stand,stand,0,0,2968811710,765.709044313243,500,10.0,0.20576859457651153,48.598281096203294,True,False,success,2.6191290542905504e-05,6.370716356184038e-06,0.9999999483342553,0.9999999475528387,0.046680613205074835,0.04668049217234654,2.9799801453567815e-05,0.0001133793822451977,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,0.045,0,1.0,7.4,4.652164658384287e-05,1.0606686314677952e-05,0.0,0.04615940600000001,0.044875,0.06491605,0.110167,docs/media/stand.mp4
