policy,task,seed,episode,environment_seed,episode_return,episode_length,simulated_seconds,wall_seconds,realtime_factor,success,fall,termination,distance_m,energy_j,upright_mean,upright_minimum,height_mean_m,height_minimum_m,linear_tracking_rmse_m_s,yaw_tracking_rmse_rad_s,goal_distance_initial_m,goal_distance_final_m,goal_distance_minimum_m,command_linear_rms_m_s,command_yaw_rms_rad_s,obstacle_contact_steps,obstacle_contact_fraction,domain_mass_scale,domain_friction,domain_servo_strength,domain_servo_kp_scale,domain_servo_time_constant_s,domain_action_delay_steps,domain_imu_noise_scale,domain_battery_voltage,action_rms,action_delta_rms,action_saturation_fraction,inference_latency_mean_ms,inference_latency_p50_ms,inference_latency_p95_ms,inference_latency_maximum_ms,video
stand,recovery,2,0,2834126987,1384.493594410228,600,12.0,0.24775931530166417,48.43410220676937,True,False,success,0.060734126754037644,0.3688794003716454,0.9977049100587772,0.7704307219843572,0.047070379989449754,0.04608878639136812,0.04546821670992684,0.2536116297455373,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,0.045,0,1.0,7.4,0.01710627286198459,0.0083766145102939,0.0,0.046612361666666664,0.045291,0.06584134999999999,0.178833,docs/media/recovery.mp4
